-1.0101E-04,-1.15E-03
-1.0091E-04,-1.13E-03
-1.0081E-04,-1.02E-03
-1.0071E-04,-1.14E-03
-1.0061E-04,-1.21E-03
-1.0051E-04,-1.22E-03
-1.0041E-04,-1.15E-03
-1.0031E-04,-1.15E-03
-1.0021E-04,-1.21E-03
-1.0011E-04,-1.22E-03
-1.0001E-04,-1.14E-03
-9.991E-05,-1.26E-03
-9.981E-05,-1.24E-03
-9.971E-05,-1.37E-03
-9.961E-05,-1.10E-03
-9.951E-05,-1.36E-03
-9.941E-05,-1.29E-03
-9.931E-05,-1.13E-03
-9.921E-05,-1.19E-03
-9.911E-05,-1.21E-03
-9.901E-05,-1.30E-03
-9.891E-05,-1.20E-03
-9.881E-05,-1.12E-03
-9.871E-05,-1.33E-03
-9.861E-05,-1.26E-03
-9.851E-05,-1.23E-03
-9.841E-05,-1.26E-03
-9.831E-05,-1.18E-03
-9.821E-05,-1.15E-03
-9.811E-05,-1.25E-03
-9.801E-05,-1.22E-03
-9.791E-05,-1.16E-03
-9.781E-05,-1.05E-03
-9.771E-05,-1.24E-03
-9.761E-05,-1.35E-03
-9.751E-05,-1.22E-03
-9.741E-05,-1.23E-03
-9.731E-05,-1.29E-03
-9.721E-05,-1.24E-03
-9.711E-05,-1.18E-03
-9.701E-05,-1.26E-03
-9.691E-05,-1.23E-03
-9.681E-05,-1.23E-03
-9.671E-05,-1.27E-03
-9.661E-05,-1.18E-03
-9.651E-05,-1.15E-03
-9.641E-05,-1.15E-03
-9.631E-05,-1.31E-03
-9.621E-05,-1.06E-03
-9.611E-05,-1.14E-03
-9.601E-05,-1.25E-03
-9.591E-05,-1.11E-03
-9.581E-05,-1.27E-03
-9.571E-05,-1.17E-03
-9.561E-05,-1.29E-03
-9.551E-05,-1.35E-03
-9.541E-05,-1.24E-03
-9.531E-05,-1.28E-03
-9.521E-05,-1.24E-03
-9.511E-05,-1.22E-03
-9.501E-05,-1.26E-03
-9.491E-05,-1.22E-03
-9.481E-05,-1.16E-03
-9.471E-05,-1.25E-03
-9.461E-05,-1.16E-03
-9.451E-05,-1.33E-03
-9.441E-05,-1.23E-03
-9.431E-05,-1.17E-03
-9.421E-05,-1.34E-03
-9.411E-05,-1.21E-03
-9.401E-05,-1.13E-03
-9.391E-05,-1.23E-03
-9.381E-05,-1.14E-03
-9.371E-05,-1.30E-03
-9.361E-05,-1.21E-03
-9.351E-05,-1.20E-03
-9.341E-05,-1.16E-03
-9.331E-05,-1.09E-03
-9.321E-05,-1.23E-03
-9.311E-05,-1.29E-03
-9.301E-05,-1.19E-03
-9.291E-05,-1.11E-03
-9.281E-05,-1.17E-03
-9.271E-05,-1.21E-03
-9.261E-05,-1.17E-03
-9.251E-05,-1.05E-03
-9.241E-05,-1.32E-03
-9.231E-05,-1.18E-03
-9.221E-05,-1.16E-03
-9.211E-05,-1.16E-03
-9.201E-05,-1.16E-03
-9.191E-05,-1.07E-03
-9.181E-05,-1.21E-03
-9.171E-05,-1.16E-03
-9.161E-05,-1.22E-03
-9.151E-05,-1.20E-03
-9.141E-05,-1.23E-03
-9.131E-05,-1.35E-03
-9.121E-05,-1.23E-03
-9.111E-05,-1.15E-03
-9.101E-05,-1.15E-03
-9.091E-05,-1.25E-03
-9.081E-05,-1.19E-03
-9.071E-05,-1.23E-03
-9.061E-05,-1.22E-03
-9.051E-05,-1.15E-03
-9.041E-05,-1.25E-03
-9.031E-05,-1.05E-03
-9.021E-05,-1.21E-03
-9.011E-05,-1.33E-03
-9.001E-05,-1.29E-03
-8.991E-05,-1.37E-03
-8.981E-05,-1.18E-03
-8.971E-05,-1.12E-03
-8.961E-05,-1.22E-03
-8.951E-05,-1.32E-03
-8.941E-05,-1.30E-03
-8.931E-05,-1.22E-03
-8.921E-05,-1.09E-03
-8.911E-05,-1.13E-03
-8.901E-05,-1.12E-03
-8.891E-05,-1.23E-03
-8.881E-05,-1.14E-03
-8.871E-05,-1.19E-03
-8.861E-05,-1.28E-03
-8.851E-05,-1.28E-03
-8.841E-05,-1.18E-03
-8.831E-05,-1.21E-03
-8.821E-05,-1.21E-03
-8.811E-05,-1.21E-03
-8.801E-05,-1.18E-03
-8.791E-05,-1.10E-03
-8.781E-05,-1.18E-03
